id;opis;energia_(kcal);woda_(g);masa_kałowa_(g);białko_(g);tłuszcze_(g);węglowodany_(g);cukry_proste_(g);tłuszcze_nasycone_(g);witamina_d_(µg);----;----;----
21603;SCHOOL LUNCH,PIZZA,PEPP TOPPING,THICK CRUST,WHL GRN,FRZ,CKD;259;45,3;2,23;14,35;9,82;28,3;4,03;4,219;0;0,157213645892891;0,2940125;7,02233250620347
21604;SCHOOL LUNCH,PIZZA,SSAGE TOPPING,THIN CRST,WHL GRAIN,FRZ,CKD;250;45,3;2;12,63;7,83;32,24;7,53;3,488;0;0,209070208728653;0,2781375;4,28154050464807
21605;SCHOOL LUNCH,PIZZA,SAUSAGE TOP,THICK CRUST,WHL GRN,FRZ,CKD;257;45,31;1,78;13,26;9,07;30,58;3,72;4,219;0;0,15004725004725;0,28825;8,22043010752688
21610;SCHOOL LUNCH,CHICK PATTY,WHL GRAIN BREADED;246;53,84;2,08;17,64;13,93;12,5;0,55;2,642;0,3;0,072430224642614;0,296425;22,7272727272727
21611;SCHOOL LUNCH,CHICK NUGGETS,WHL GRAIN BREADED;270;46,53;2,04;15,67;12,9;22,86;0,49;2,83;0,3;0,064553762395489;0,3126625;46,6530612244898
22118;WORTHINGTON FOODS,MORNINGSTAR FARMS GARDEN VEGE PATTIES,FRZ;176;60;3;17,8;5,5;13,7;1,8;0,8;;0,07027027027027;0,217625;7,61111111111111
22119;WORTHINGTON FOODS,MORNINGSTAR FARMS DELI FRANKS;126;64;6,1;17,4;1,3;11,2;4,4;0,2;;0,153846153846154;0,16375;2,54545454545454
22120;MORNINGSTAR FARMS GRILLERS BRGR STYL RECIPE CRMBL,FRZ,UNPREP;135;65,9;3;18,5;4,3;8,3;1,1;0,5;;0,051446945337621;0,18975;7,54545454545455
22121;WORTHINGTON FOODS,MORNINGSTAR FARMS BETTER'N BURGERS,FRZ;132;68,2;3;16,3;3,4;9,1;0,4;0,5;;0,03125;0,17;22,75
22122;MORNINGSTAR FARMS BRKFST SAUSAGE PATTIES,FRZ,UNPREP;210;54,4;3,1;25,8;7,9;8,8;1,7;1,1;;0,065882352941177;0,27325;5,17647058823529
22123;WORTHINGTON FOODS,MORNINGSTAR FARMS,SPICY BLACK BEAN BURGER;168;56,5;3,7;14,6;6,1;19,1;1,8;0,9;;0,0678391959799;0,223875;10,6111111111111
22126;LOMA LINDA BIG FRANKS,CND,UNPREP;218;59,1;1,6;21,5;12,1;5,8;0,4;1,6;;0,050761421319797;0,277125;14,5
22247;MACARONI & CHS,CND ENTREE;82;81,39;1,25;3,38;2,46;11,52;0,5;0,881;0;0,07955069124424;0,088925;23,04
22401;SPAGHETTI W/ MEAT SAU,FRZ ENTREE;90;77,82;0,88;5,05;1,01;15,24;2,6;0,35;0;0,13849765258216;0,0988125;5,86153846153846
22402;BEEF MACARONI W/ TOMATO SAU,FRZ ENTREE,RED FAT;113;73;1,15;5,89;1,96;17,99;3,8;0,443;0;0,164202786377709;0,123875;4,73421052631579
22522;PASTA W/SLICED FRANKS IN TOMATO SAU,CND ENTREE;90;78,2;2,36;4,37;2,38;12,7;3,17;0,791;0,4;0,203650385604113;0,0987375;4,00630914826498
22528;TURKEY POT PIE,FRZ ENTREE;176;65,7;1,3;6,5;8,8;17,7;;2,88;;0,087272727272727;0,195;0
22529;BEEF POT PIE,FRZ ENTREE,PREP;220;58,05;1,26;7,25;11,39;22,05;;4,149;;0,101966085033178;0,2419;0
22535;HOT POCKETS,CROISSANT POCKTS CHIK,BROC&CHDR STUFD SNDWCH,FRZ;235;50;2,1;8,9;8,6;30,4;7,6;2,62;0,2;0,213361169102296;0,255625;4
22537;HOT POCKETS HAM 'N CHS STUFFED SNDWCH,FRZ;241;48,96;2,2;9,16;9,14;30,55;7,6;3,545;0,2;0,228147389969294;0,2632125;4,01973684210526
22899;RAVIOLI,CHEESE-FILLED,CND;77;80,91;1,52;2,48;1,45;13,64;3,72;0,723;0;0,25287421741605;0,08115;3,66666666666667
22900;RAVIOLI,MEAT-FILLED,W/ TOMATO SAU OR MEAT SAU,CND;97;79,12;0,97;3,24;3,41;13,26;1,97;1,46;0;0,172275238573581;0,104075;6,73096446700508
22901;TORTELLINI,PASTA W/ CHS FILLING,FRESH-REFRIGERATED;307;30,5;1,77;13,5;7,23;47;0,95;3,6;0;0,067178502879079;0,332925;49,4736842105263
22902;PIZZA,MEAT TOPPING,THICK CRUST,FRZ,CKD;274;43,27;2,69;11,76;11,52;30,76;3,88;4,283;0;0,151054774241303;0,30405;7,92783505154639
22903;PIZZA,PEPPERONI TOPPING,REG CRUST,FRZ,CKD;274;45,41;2,39;14,38;13,13;24,69;3,39;4,827;0;0,157413793103448;0,3137625;7,28318584070797
22904;CHILI CON CARNE W/BNS,CND ENTREE;107;75,69;1,94;5,8;3,47;13,1;1,87;1,253;0;0,139606616003576;0,120075;7,00534759358289
22905;BEEF STEW,CANNED ENTREE;99;80,78;1,43;4,41;5,53;7,85;1,76;2,185;0;0,221753794266442;0,1123;4,46022727272727
22906;CHICKEN POT PIE,FRZ ENTREE,PREP;204;62,58;1,25;5,11;11,85;19,21;2,26;4,365;0,1;0,183162842134365;0,222475;8,5
22908;BEEF,CORNED BF HASH,W/ POTATO,CND;164;70,32;1,5;8,73;10,24;9,27;0,34;4,32;0;0,165014164305949;0,191725;27,2647058823529
22910;LASAGNA,CHS,FRZ,PREP;130;72,78;1,51;6,54;5,33;13,84;4,23;2,11;0;0,246596654998055;0,146075;3,27186761229314
22911;CHILI,NO BNS,CND ENTREE;118;77,68;1,59;7,53;7,1;6,1;1,1;2,255;0,1;0,161842739990352;0,1409375;5,54545454545455
22912;SPAGHETTI,W/ MEATBALLS IN TOMATO SAU,CND;100;78,8;1,26;4,37;4,11;11,45;2,91;1,459;0,2;0,21921726041144;0,11135;3,93470790378007
22914;PASTA W/ TOMATO SAU,NO MEAT,CND;70;82,15;0,98;2,22;0,44;14,22;4;0,136;0;0,245023696682464;0,0716;3,555
22915;LASAGNA W/ MEAT & SAU,LOW-FAT,FRZ ENTREE;101;76,36;1,1;6,81;2,23;13,5;;0,967;;0,042901508429459;0,1154875;0
22916;LASAGNA W/ MEAT & SAU,FRZ ENTREE;124;73,1;1,46;6,63;4,42;14,39;2,96;2,067;0;0,197602201257862;0,1396;4,86148648648649
22917;BURRITO,BF & BEAN,FRZ;239;50,48;1,81;7,26;9,61;30,84;0,7;2,949;;0,076482917627332;0,257125;44,0571428571429
22918;BURRITO, BEAN AND CHEESE, FROZEN;221;50,99;1,63;7,07;6,3;34,01;3,21;1,343;0;0,096095398902491;0,234725;10,595015576324
22919;MACARONI & CHS,CND,MICROWAVABLE;134;72,94;1,12;5,98;5,99;13,96;1,41;3,665;;0,195719244118781;0,149625;9,90070921985816
22928;BURRITO,BF & BEAN,MICROWAVED;298;38,14;2,24;8,73;11,94;38,95;1,36;4,072;;0,091110365649111;0,320025;28,6397058823529
22929;CAMPBELL'S,SPAGHETTIOS,MINI BF RAVIOLI IN MEAT SAU;99;75,6;1,81;4,25;1,74;16,6;5,41;0,772;0;0,273660911907924;0,1062125;3,06839186691312
22930;CAMPBELL'S,SPAGHETTIOS,SPAGHETTI IN TOMATO & CHS SAU;80;79,7;1,05;2,78;0,6;15,87;5,16;0,198;0;0,278337662337662;0,0828875;3,07558139534884
22931;CAMPBELL'S,SPAGHETTIOS,SPAGHETTIOS ORIGINAL;67;81,4;1,93;2,38;0,4;13,89;4,37;0,198;0;0,274025194961008;0,0709625;3,17848970251716
22932;CAMPBELL'S,SPAGHETTIOS,SPAGHETTIOS A TO Z'S;67;81,4;1,93;2,38;0,4;13,89;4,76;0,198;0,4;0,297420515896821;0,0709625;2,91806722689076
22937;CAMPBELL'S,SPAGHETTIOS,SPAGHETTIOS IN MEAT SAU;69;82,4;1,33;3,17;0,79;12,3;4,76;0,397;0,4;0,317158671586716;0,0738375;2,58403361344538
22938;CAMPBELL'S,SPAGHETTIOS,SPAGHETTIOS PLUS CA;67;81,7;1,63;2,38;0,4;13,89;5,16;0,198;1;0,321415716856629;0,0709625;2,69186046511628
22939;CAMPBELL'S,SPAGHETTIOS RAVIOLIOS BF RAVIOLI IN MEAT SAU;106;76,1;1,28;4,37;3,17;15,08;3,57;1,389;0,4;0,219230769230769;0,1155625;4,22408963585434
22940;SPAGHETTIOS,SPAGHETTIOS W/ MEATBALLS;95;78,1;2,06;4,37;2,78;12,7;3,17;0,992;0,4;0,209672544080605;0,1027375;4,00630914826498
22941;SPAGHETTIOS,SPAGHETTIOS W/ SLICED FRANKS;87;79;2,75;3,57;2,38;12,7;3,57;0,992;0,4;0,244611260053619;0,0937375;3,55742296918767
22942;CAMPBELL'S,SPAGHETTIOS,SPAGHETTIOS A TO Z'S W/ MEATBALLS;95;78,1;2,06;4,37;2,78;12,7;3,17;0,992;0,4;0,209672544080605;0,1027375;4,00630914826498
22943;SUPPER BAKES MEAL,CHEESY CHICK W/ PASTA (CHICK NOT INCLUDED);198;51,3;5,17;7,06;4,71;31,76;4,71;1,176;;0,135217091660923;0,210325;6,74309978768578
22944;SUPPER BAKES MEAL KITS,CREAMY STROGANOFF SAU W/ PASTA;147;51,5;15,7;4,8;3,2;24,8;2,4;1,2;;0,109756097560976;0,155;10,3333333333333
22945;SUPPER BAKES MEAL KITS,GARLIC CHICK W/ PASTA;220;42;4,34;9,76;0,98;42,93;6,83;0,488;;0,136351779392584;0,2317875;6,28550512445095
22946;SUPPER BAKES MEAL KITS,HERB CHICK W/ RICE;197;48,8;3,33;4,26;1,06;42,55;2,13;0,532;;0,055608940881554;0,1967875;19,9765258215962
22947;SUPPER BAKES MEAL KITS,LEMON CHICK W/ HERB RICE;210;46;2,94;4,26;1,06;45,74;3,19;0,532;;0,072894633764199;0,20875;14,3385579937304
22948;SUPPER MEAL KITS,SAVORY PORK CHOPS W/ HERB STUFFING;181;52,3;3,96;5,91;1,18;36,64;4,73;0,591;;0,121678481591585;0,1861375;7,74630021141649
22949;SUPPER BAKES MEAL KITS,SOUTHWESTERN-STYLE CHICK W/RICE;189;53,2;1,12;4,94;1,23;39,51;4,94;0,617;;0,12165061295972;0,1913375;7,99797570850202
22950;SUPPER BAKES MEAL,CHICK W/ STUFFING (CHICK NOT INCLUDED);190;53,5;2,56;5,94;3,56;34,44;3,56;1,188;;0,108056440600819;0,201875;9,67415730337079
22951;SWANSON,CHICK A LA KING;71;80,1;7,15;4,7;4,03;4,03;0,67;1,174;;0,144514106583072;0,0847875;6,01492537313433
22952;SWANSON,CHICK & DUMPLINGS;93;80,8;0,98;4,45;4,05;9,72;0,81;1,822;;0,144456641053787;0,1047625;12
22953;EGG ROLLS,PORK,REFR,HTD;222;51,33;2,06;9,94;7,17;29,5;5,32;1,588;0,1;0,148208538940142;0,24445;5,54511278195489
22954;EGG ROLLS,CHICK,REFR,HTD;197;54,18;2,33;10,44;4,51;28,54;5,57;0,964;0;0,150241434812601;0,217375;5,12387791741472
22955;EGG ROLLS,VEG,FRZ,PREP;214;53,37;1,94;5,95;6,97;31,77;5,96;1,138;0;0,158827478183039;0,226025;5,33053691275168
22956;LASAGNA,VEG,FRZ,BKD;139;71,24;1,66;6,87;6,04;14,18;2,54;2,866;0;0,199557032115172;0,1565125;5,58267716535433
22957;TKY,STUFFING,MSHD POTATO W/GRAVY,ASSORTED VEG,FRZ,MICROWAVE;128;71,16;1,66;6,97;3,89;16,32;4,82;0,877;0,1;0,209602649006622;0,1436625;3,38589211618257
22958;RICE BOWL W/ CHICK,FRZ ENTREE,PREP;126;69,09;1,25;5,65;1,56;22,46;4,07;0,327;0;0,14819683181665;0,1351375;5,51842751842752
22959;MACARONI & CHS DINNER W/ DRY SAU MIX,BOXED,UNCKD;379;8,05;3,15;13,86;4,82;70,12;9,61;1,151;0;0,121182432432432;0,397775;7,29656607700312
22960;MAC & CHS,DRY MIX,PREP W/ 2% MILK & 80% STK MARGARINE DRY MX;190;61,6;1,3;4,89;8,28;23,93;4,27;1,816;;0,164043126684636;0,2031;5,60421545667447
22961;HOT POCKETS,MEATBALLS & MOZZARELLA STUFFED SNDWCH,FRZ;253;47,21;2,55;9,32;10,47;30,45;7,73;4,007;0,2;0,233618630573248;0,2771375;3,9391979301423
22962;LEAN POCKETS,HAM N CHEDDAR;230;48,48;2,19;10,28;6,53;32,52;7,6;2,389;0,2;0,202493411717008;0,2515;4,27894736842105
22963;LEAN POCKETS,MEATBALLS & MOZZARELLA;240;46,94;2,59;10,49;7,7;32,28;8,81;3,087;;0,235724192589657;0,2636125;3,66401816118048
22965;CAMPBELL'S,SPAGHETTIOS ORIGINAL,EASY OPEN;70;81,4;1,3;2,35;0,47;14,55;4,23;0,235;;0,257052389176742;0,07395;3,43971631205674
22966;CAMPBELL'S,SPAGHETTIOS,W/ MEATBALLS -;87;78,1;3,5;4,37;2,43;11,65;3,4;0,971;0,5;0,236910569105691;0,0953;3,42647058823529
22969;CHILI W/ BNS,MICROWAVABLE BOWLS;100;77,89;1,7;5,85;3,68;10,88;1,84;1,372;0;0,157373836354728;0,1141625;5,91304347826087
22970;MACARONI & CHS,FRZ ENTREE;149;69,39;1,31;5,6;6,41;17,28;1,53;2,608;0;0,141276886309321;0,1639;11,2941176470588
22971;POTATO SALAD W/ EGG;157;70,99;1,47;1,96;9,4;16,18;4,95;1,437;0,1;0,231917211328976;0,166925;3,26868686868687
22972;PULLED PORK IN BARBECUE SAU;168;60,99;2,65;13,19;4,42;18,74;15,2;1,416;0,2;0,457111416781293;0,1969125;1,23289473684211
22973;CORN DOGS,FRZ,PREP;250;50,32;2,13;8,57;12,02;26,96;7,54;3,466;0,4;0,231461619348055;0,2748625;3,57559681697613
22974;CHICKEN,NUGGETS,DK & WHITE MEAT,PRECKD,FRZ,NOT REHTD;268;52,36;2,23;12,02;17,31;16,09;0,72;3,598;0,3;0,095068251871422;0,3085625;22,3472222222222
22975;CHICKEN,NUGGETS,WHITE MEAT,PRECKD,FRZ,NOT REHTD;261;51,9;2,09;14,36;15,42;16,24;1,27;3,366;;0,100738809213386;0,30485;12,7874015748031
22976;RAVIOLI,CHS W/ TOMATO SAU,FRZ,NOT PREP,INCL REG & LT ENTREES;111;74,33;1,23;4,52;2,61;17,31;4,09;1,191;0,1;0,216080196399345;0,1192625;4,23227383863081
22977;LASAGNA W/ MEAT SAU,FRZ,PREP;135;70,87;1,57;7,28;4,92;15,36;3,11;2,348;0;0,198040638606676;0,1523;4,93890675241158
22978;CHICKEN TENDERS,BREADED,FRZ,PREP;240;54,83;2,11;14,62;13,58;14,86;0,57;2,437;0,1;0,069832791453786;0,2829;26,0701754385965
22979;KASHI BLACK BEAN MANGO,FRZ,UNPREP;115;75;1;3;3;18;3;0;;0,125;0,11625;6
22980;KASHI,CHICK & CHIPOTLE BBQ SAU W/ MANGO,FRZ ENTREE;108;72,62;;5,3;2,1;17,6;4,7;0,3;0;0,2;0,120125;3,74468085106383
22981;KASHI,CHICK ENCHILADA W/ ANCHO SAU,FRZ ENTREE;111;73,9;;4,9;3,7;14,9;2;1;0;0,127659574468085;0,1235;7,45
22982;KASHI,STEAM MEAL,CHICK FETTUCCINE,FRZ ENTREE;99;75,2;;6,2;2,7;14;1,3;0,9;0;0,096069868995633;0,11825;10,7692307692308
22983;KASHI,CHICK FLORENTINE,FRZ ENTREE;106;76,4;;7,9;3,4;11;0,5;1,5;;0,089686098654709;0,124625;22
22984;KASHI,CHICK PASTA POMODORO,FRZ ENTREE;100;76;;7;2,3;13;1;0,66;;0,074439461883408;0,1155;13
22985;KASHI,LEMONGRASS COCNT CHICK,FRZ ENTREE;104;76,4;;6,3;2,8;13,4;2,2;1,4;;0,16;0,117625;6,09090909090909
22986;KASHI MAYAN HARVEST BAKE,FRZ,UNPREP;121;72,1;0,7;3;3,2;21;7;0,6;;0,279411764705882;0,1295;3
22987;KASHI PESTO PASTA PRIMAVERA,FRZ,UNPREP;101;77,9;1,5;3,8;3,8;13;1,4;0,7;;0,101941747572816;0,1105;9,28571428571429
22988;KASHI,PILAF,7 WHL GRAIN,UNPREP;375;7,7;;13,81;5,4;71;0,8;0,93;;0,019177474781066;0,4065625;88,75
22989;KASHI,RED CURRY CHICK,FRZ ENTREE;110;74,06;;5,9;3;15,6;3,3;1,2;0;0,183673469387755;0,125375;4,72727272727273
22990;KASHI,STEAM MEAL,RSTD GARLIC CHICK FARFALLE,FRZ ENTREE;103;74,77;;5,5;3,2;14,6;1,4;0,6;0;0,085836909871245;0,121125;10,4285714285714
22991;KASHI,STEAM MEAL,SESAME CHICK,FRZ ENTREE;110;73,2;;6,1;3,5;15,7;3;0,8;0;0,150197628458498;0,132;5,23333333333333
22992;KASHI,SOUTHWEST STYLE CHICK,FRZ ENTREE;109;74;;5,7;1,8;17,4;1;0,3;;0,052208835341366;0,118875;17,4
22993;KASHI SPICY BLACK BEAN ENCHILADA,FRZ,UNPREP;103;75,5;1;3;2,8;17,7;1;0,4;;0,059574468085106;0,113125;17,7
22994;KASHI SPINACH ARTICHOKE PASTA,FRZ,UNPREP;103;75,4;1,1;5;3,4;15,1;0,1;1,6;;0,072340425531915;0,121875;151
22995;KASHI,SWT & SOUR CHICK,FRZ ENTREE;113;68;;6;1,13;19;8;0,24;;0,315346345197091;0,12005;2,375
22996;KASHI THREE CHS PENNE,FRZ,UNPREP;126;72,4;1,1;5,7;4;16,8;1,9;2,3;0;0,158490566037736;0,138625;8,8421052631579
22997;KASHI,TUSCAN VEGGIE BAKE,FRZ ENTREE;90;74;;2;3,2;15;3;0,5;;0,173267326732673;0,10075;5
22998;RICE & VERMICELLI MIX,CHICK FLAVOR,UNPREP;358;8,19;4,05;10,64;1,32;75,8;2,4;0,389;0;0,031779854147676;0,36395;31,5833333333333
22999;RICE & VERMICELLI MIX,CHICK FLAVOR,PREP W/ 80% MARGARINE;136;69,33;1,03;2,65;3,45;23,54;0,64;0,746;;0,046761133603239;0,1393375;36,78125
23000;"BEEF,SHLDR POT RST OR STK,BNLS,LN & FAT,0"" FAT,ALL GRDS,R";130;72,58;1,13;21,39;4,97;0;0;2,033;0;0,077124430955994;0,1833875;0
23001;"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,ALL GRDS,RAW";214;64,67;0,94;20,49;14,06;0;0;5,981;0,1;0,173111432706223;0,2686625;0
23002;"BEEF,SHRT LN,PRTRHS STK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,GRLLD";276;55,6;0,98;25,4;18,57;0;0;7,481;0,1;0,170138730952922;0,34445;0
23003;"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,SEL,RAW";208;65,49;0,95;20,69;13,27;0;0;5,696;0,1;0,167726737338045;0,2620125;0
23004;"BEEF,SHRT LOIN,PRTRHS STK,L & F,1/8"" F,SEL,CKD,GRILLED";263;56,87;1,03;26,21;16,75;0;0;6,843;0,1;0,159287709497207;0,3313125;0
23005;"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,ALL GRDS,RAW";223;64,06;0,92;20,11;15,18;0;0;6,495;0,1;0,18404647208841;0,2774875;0
23006;"BEEF,SHRT LN,T-BNE STEK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,GRLLD";289;54,5;0,96;24,6;20,36;0;0;8,356;0,1;0,18585409252669;0,35735;0
23007;"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,SEL,RAW";215;65;0,92;20,28;14,19;0;0;6,211;0,1;0,180185668697418;0,26865;0
23008;"BEEF,SHRT LOIN,T-BONE STEAK,LN & FAT,1/8"" FAT,SEL,CKD,GRLLD";281;55,38;0,99;25,18;19,22;0;0;7,806;0,1;0,175810810810811;0,349575;0
23030;"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,CHOIC,RAW";133;73;1,05;21,41;4,66;0;0;1,755;;0,067318757192175;0,1804125;0
23031;"BF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,CH,CKD,GRILLED";174;65,1;1,15;28,79;5,71;0;0;2,218;;0,064289855072464;0,2370375;0
23032;"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT 0"" FAT,SEL,RAW";124;73,52;1,12;21,96;3,24;0;0;1,225;;0,048611111111111;0,16965;0
23033;"BF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,SE,CKD,GRILLED";160;66,28;1,17;29,24;3,91;0;0;1,267;;0,038220211161388;0,22185;0
23034;"BF,CHK,CLOD,SHLDR TENDER,MEDALLION,LN & FAT,0"" FAT,CHOIC,RAW";145;72,87;0,91;20,51;6,36;0;0;2,328;;0,086639374767399;0,1917875;0
23035;"BF,CHK,CLOD,SHDR TNDR,MED,LN & FAT,0"" FAT,CH,CKD,GRILLED";181;65,57;1,03;26,07;7,68;0;0;2,737;;0,081096296296296;0,2397375;0
23036;"BF,CHK,CLOD,SHLDR TENDER,MEDALLION,LN & FAT,0"" FAT,SEL,RAW";142;72,79;0,9;20,93;5,79;0;0;1,988;;0,074401197604791;0,1887125;0
23037;"BEEF,CHUCK,SHLDR CLOD,TOP & CNTR ,STK,LN & FAT,0"" FAT,CH,RAW";143;72,49;0,91;20,39;6,12;0;0;2,083;;0,078574122972463;0,1886375;0
23038;"BF,CHK,SHLDR CLOD,TOP & CNTR,STK,LN & FAT,0"" FAT,CH,CKD,GRLD";184;65,02;1,03;26,07;8,11;0;0;3,031;;0,08867758923347;0,2440375;0
23039;"BF,CHUCK,SHLDR CLOD, TOP & CNTR,STK,LN & FAT,0"" FAT,SEL,RAW";140;72,54;0,88;21,13;5,51;0;0;1,791;;0,06722972972973;0,1871625;0
23040;"BF,CHK, CLOD,TOP & CNTR,STK,LN & FAT,0"" FAT,SEL,CKD,GRLD";176;64,65;1,07;26,66;6,94;0;0;2,235;;0,066517857142857;0,236025;0
23041;"BF,CHK,SHLDR CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,CHOIC,RAW";182;70;0,88;18,75;11,33;0;0;4,186;;0,139162234042553;0,2304875;0
23042;"BF,CHK,CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,CH,CKD,GRILLED";228;61,93;0,94;24,7;13,59;0;0;5,432;;0,141864716636197;0,290275;0
23043;"BF,CHUCK,SHLDR CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,SEL,RAW";166;71,19;0,94;19,38;9,22;0;0;3,464;;0,121118881118881;0,213325;0
23044;"BF,CHK,CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,SEL,CKD,GRILLED";212;62,22;0,93;25,29;11,52;0;0;4,423;;0,120157565878837;0,2732625;0
23045;"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,CHOIC,RAW";150;72,05;0,96;20,74;6,85;0;0;2,3;;0,083363537513592;0,198125;0
23046;"BF,RND,KNUCKLE,TIP CNTR,STK,LN & FAT,0"" FAT,CHOIC,CKD,GRLD";188;64,53;0,97;26,88;8,13;0;0;2,759;;0,078806055412739;0,2493;0
23047;"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,SEL,RAW";137;72,72;0,92;20,98;5,21;0;0;1,89;;0,072164948453608;0,183225;0
23048;"BF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,SE,CKD,GRILLED";162;67,13;0,97;26,61;5,32;0;0;2,063;;0,064610084559975;0,2195125;0
23049;"BF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,CHOIC,RAW";150;71,51;1,04;21,24;6,59;0;0;2,301;;0,082680560546173;0,19865;0
23050;"BF,RND,OUT RND,BTTM RND,STK,LN & FAT,0"" FAT,CH,CKD,GRILLED";191;63,35;1,14;27,22;8,3;0;0;2,954;;0,083164414414415;0,253125;0
23051;"BEEF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,SEL,RAW";129;73,28;1,06;22,15;3,83;0;0;1,4;;0,053887605850654;0,1767375;0
23052;"BEEF,RND,OUT RND,BTTM RND,STK,LN & FAT,0"" FAT,SEL,CKD,GRLD";166;65,76;1,2;28,01;5,17;0;0;1,716;;0,051717902350814;0,2267625;0
23053;"BF,CHK,CLD,SHLDR TNDR,MEDALLION,LN & FAT,0"" FAT,ALL GRDS,RAW";144;72,8;0,92;20,54;6,22;0;0;2,088;;0,078026905829597;0,190575;0
23054;"BF,CHK,CLD,SHDR TNDR,MED,LN & FAT,0"" FAT,ALL GRDS,CK,GRLD";177;65,65;1,02;26,22;7,2;0;0;2,833;;0,08476959904249;0,235875;0
23055;"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW";129;73,25;1,09;21,69;4;0;0;1,578;;0,061424678863371;0,1755625;0
23056;"BF,RND,KNUCK,TIP SIDE,STK,LN & FAT,0"" FAT,ALL GRDS,CKD,GRLD";168;65,68;1,16;29,08;4,84;0;0;1,901;;0,056043632075472;0,23015;0
23057;"BF,CHUCK,CLOD,TOP & CNTR,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW";141;72,51;0,9;20,67;5,88;0;0;1,985;;0,074764595103578;0,1879875;0
23058;"BEEF,CHCK,CLOD,SHLDR TOP&CNTR STKS,LN & FT,0"",ALL GRDS,GRLD";182;64,88;1,04;26,3;7,66;0;0;2,765;;0,081419316843345;0,240975;0
23059;"BEEF,CHUCK,CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW";176;70,46;0,9;18,99;10,52;0;0;3,945;;0,13368349711962;0,2238875;0
23060;"BF,CHUCK,CLOD,TOP BLADE,STK,LN & FAT,0"" FAT,ALL,CKD,GRLD";222;62,04;0,94;24,93;12,79;0;0;5,095;;0,135074231177094;0,2837125;0
23061;"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW";143;72,45;0,96;20,93;5,89;0;0;2,163;;0,080648769574944;0,1897125;0
23062;"BF,RND,KNUCKLE,TIP CNTR,STK,LN & FAT,0"" FAT,ALL,CKD,GRLD";177;65,46;1;27,12;6,78;0;0;2,527;;0,074542772861357;0,2373;0
23063;"BF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,ALL,RAW";142;72,19;1,05;21,59;5,53;0;0;2;;0,073746312684366;0,1902375;0
23064;"BF,RND,OUT RND,BTTM RND,STK,LN & FAT,0"" FAT,ALL GRDS,CK,GRLD";182;64,28;1,16;27,52;7,1;0;0;2,541;;0,073396880415945;0,243;0
23065;"BF,CHK, CLOD,SHLDR TENDER,MED,LN & FAT,0"" FAT,SE,CKD,GRILLED";172;65,79;1;26,45;6,43;0;0;1,7;;0,051703163017032;0,2296125;0
23066;"BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,CHOIC,RAW";175;68,73;0,9;19,38;10,7;0,29;0;4,55;0,1;0,149818900230491;0,2292125;0
23067;"BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,SEL,RAW";161;70,24;0,93;20,14;8,99;0;0;3,94;0,1;0,135255750085822;0,215775;0
23068;"BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,ALL GRDS,RAW";169;69,33;0,91;19,68;10,02;0,05;0;4,312;0,1;0,144941176470588;0,2233875;0
23069;"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,CHOIC,CKD";234;56,64;1,06;30,95;12,22;0;0;5,38;0,2;0,124623581190642;0,3156375;0
23070;"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,SEL,CKD,B";221;57,54;1,12;32,1;10,24;0;0;3;0,1;0,070854983467171;0,303025;0
